date_id,line_code,sku,defect_code,units_scrapped
2025-01-24,L1,SKU-200,D-01,1
2025-01-24,L1,SKU-200,D-02,1
2025-01-24,L1,SKU-300,D-02,2
2025-01-24,L1,SKU-400,D-01,1
2025-01-24,L1,SKU-400,D-02,1
2025-01-24,L2,SKU-100,D-03,1
2025-01-24,L2,SKU-100,D-05,1
2025-01-24,L2,SKU-200,D-02,1
2025-01-24,L2,SKU-200,D-05,1
2025-01-24,L2,SKU-300,D-01,1
2025-01-24,L2,SKU-300,D-02,1
2025-01-24,L2,SKU-400,D-01,1
2025-01-24,L2,SKU-400,D-05,1
2025-01-24,L3,SKU-100,D-01,1
2025-01-24,L3,SKU-100,D-02,1
2025-01-24,L3,SKU-200,D-02,1
2025-01-24,L3,SKU-200,D-03,1
2025-01-24,L3,SKU-300,D-01,1
2025-01-24,L3,SKU-300,D-02,1
2025-01-24,L3,SKU-300,D-03,1
2025-01-24,L3,SKU-400,D-02,1
2025-01-24,L3,SKU-400,D-04,1
2025-01-24,L4,SKU-100,D-04,1
2025-01-24,L4,SKU-200,D-02,1
2025-01-24,L4,SKU-200,D-05,1
2025-01-24,L4,SKU-300,D-01,1
2025-01-24,L4,SKU-300,D-04,1
2025-01-24,L4,SKU-300,D-05,1
2025-01-24,L4,SKU-400,D-01,2
2025-01-25,L1,SKU-100,D-02,1
2025-01-25,L1,SKU-200,D-02,1
2025-01-25,L1,SKU-200,D-05,1
2025-01-25,L1,SKU-300,D-03,1
2025-01-25,L1,SKU-400,D-01,1
2025-01-25,L1,SKU-400,D-02,1
2025-01-25,L2,SKU-100,D-04,1
2025-01-25,L2,SKU-200,D-02,1
2025-01-25,L2,SKU-200,D-04,1
2025-01-25,L2,SKU-300,D-01,1
2025-01-25,L2,SKU-300,D-05,1
2025-01-25,L2,SKU-400,D-04,1
2025-01-25,L3,SKU-100,D-01,1
2025-01-25,L3,SKU-100,D-03,1
2025-01-25,L3,SKU-200,D-04,2
2025-01-25,L3,SKU-300,D-01,2
2025-01-25,L3,SKU-400,D-05,1
2025-01-25,L4,SKU-100,D-04,1
2025-01-25,L4,SKU-200,D-01,1
2025-01-25,L4,SKU-300,D-03,1
2025-01-25,L4,SKU-300,D-04,1
2025-01-25,L4,SKU-400,D-01,1
2025-01-25,L4,SKU-400,D-02,1
2025-01-26,L1,SKU-100,D-04,1
2025-01-26,L1,SKU-200,D-02,1
2025-01-26,L1,SKU-200,D-04,1
2025-01-26,L1,SKU-300,D-01,2
2025-01-26,L1,SKU-400,D-03,1
2025-01-26,L2,SKU-100,D-02,2
2025-01-26,L2,SKU-200,D-05,1
2025-01-26,L2,SKU-300,D-02,1
2025-01-26,L2,SKU-300,D-03,1
2025-01-26,L2,SKU-400,D-01,1
2025-01-26,L2,SKU-400,D-02,1
2025-01-26,L3,SKU-100,D-01,1
2025-01-26,L3,SKU-200,D-01,1
2025-01-26,L3,SKU-200,D-04,1
2025-01-26,L3,SKU-300,D-01,1
2025-01-26,L3,SKU-300,D-02,1
2025-01-26,L3,SKU-400,D-03,1
2025-01-26,L3,SKU-400,D-04,1
2025-01-26,L4,SKU-100,D-01,1
2025-01-26,L4,SKU-200,D-01,1
2025-01-26,L4,SKU-200,D-02,1
2025-01-26,L4,SKU-200,D-04,1
2025-01-26,L4,SKU-300,D-03,1
2025-01-26,L4,SKU-300,D-04,1
2025-01-26,L4,SKU-400,D-02,1
2025-01-27,L1,SKU-100,D-03,1
2025-01-27,L1,SKU-100,D-04,1
2025-01-27,L1,SKU-200,D-03,1
2025-01-27,L1,SKU-200,D-05,1
2025-01-27,L1,SKU-300,D-01,1
2025-01-27,L1,SKU-300,D-03,1
2025-01-27,L1,SKU-400,D-02,1
2025-01-27,L1,SKU-400,D-03,1
2025-01-27,L2,SKU-100,D-01,1
2025-01-27,L2,SKU-100,D-04,1
2025-01-27,L2,SKU-200,D-01,1
2025-01-27,L2,SKU-200,D-04,1
2025-01-27,L2,SKU-300,D-01,3
2025-01-27,L2,SKU-400,D-03,2
2025-01-27,L3,SKU-100,D-01,1
2025-01-27,L3,SKU-100,D-05,1
2025-01-27,L3,SKU-200,D-01,2
2025-01-27,L3,SKU-200,D-03,2
2025-01-27,L3,SKU-200,D-05,1
2025-01-27,L3,SKU-300,D-02,1
2025-01-27,L3,SKU-300,D-03,2
2025-01-27,L3,SKU-400,D-02,1
2025-01-27,L3,SKU-400,D-05,1
2025-01-27,L4,SKU-100,D-04,1
2025-01-27,L4,SKU-200,D-03,2
2025-01-27,L4,SKU-300,D-01,1
2025-01-27,L4,SKU-300,D-04,1
2025-01-27,L4,SKU-400,D-01,1
2025-01-28,L1,SKU-100,D-01,2
2025-01-28,L1,SKU-200,D-01,1
2025-01-28,L1,SKU-200,D-03,1
2025-01-28,L1,SKU-300,D-01,1
2025-01-28,L1,SKU-300,D-05,1
2025-01-28,L1,SKU-400,D-02,2
2025-01-28,L2,SKU-100,D-03,1
2025-01-28,L2,SKU-100,D-05,1
2025-01-28,L2,SKU-200,D-01,2
2025-01-28,L2,SKU-300,D-01,1
2025-01-28,L2,SKU-300,D-03,1
2025-01-28,L2,SKU-400,D-02,2
2025-01-28,L3,SKU-100,D-02,1
2025-01-28,L3,SKU-100,D-04,1
2025-01-28,L3,SKU-200,D-02,1
2025-01-28,L3,SKU-200,D-04,1
2025-01-28,L3,SKU-300,D-01,2
2025-01-28,L3,SKU-300,D-03,1
2025-01-28,L3,SKU-400,D-01,1
2025-01-28,L3,SKU-400,D-02,1
2025-01-28,L4,SKU-100,D-04,1
2025-01-28,L4,SKU-200,D-02,1
2025-01-28,L4,SKU-300,D-02,1
2025-01-28,L4,SKU-300,D-04,1
2025-01-28,L4,SKU-400,D-02,1
2025-01-28,L4,SKU-400,D-04,1
2025-01-29,L1,SKU-100,D-01,2
2025-01-29,L1,SKU-200,D-02,1
2025-01-29,L1,SKU-200,D-03,1
2025-01-29,L1,SKU-300,D-03,1
2025-01-29,L1,SKU-300,D-05,1
2025-01-29,L1,SKU-400,D-02,1
2025-01-29,L1,SKU-400,D-05,1
2025-01-29,L2,SKU-100,D-03,1
2025-01-29,L2,SKU-100,D-04,1
2025-01-29,L2,SKU-200,D-02,1
2025-01-29,L2,SKU-200,D-04,1
2025-01-29,L2,SKU-300,D-03,1
2025-01-29,L2,SKU-300,D-04,1
2025-01-29,L2,SKU-400,D-03,2
2025-01-29,L3,SKU-100,D-02,1
2025-01-29,L3,SKU-100,D-03,1
2025-01-29,L3,SKU-200,D-03,1
2025-01-29,L3,SKU-200,D-05,1
2025-01-29,L3,SKU-300,D-01,1
2025-01-29,L3,SKU-300,D-03,1
2025-01-29,L3,SKU-400,D-02,1
2025-01-29,L3,SKU-400,D-04,1
2025-01-29,L4,SKU-100,D-01,1
2025-01-29,L4,SKU-100,D-02,1
2025-01-29,L4,SKU-200,D-04,2
2025-01-29,L4,SKU-300,D-04,1
2025-01-29,L4,SKU-300,D-05,1
2025-01-29,L4,SKU-400,D-01,1
2025-01-29,L4,SKU-400,D-02,1
2025-01-30,L1,SKU-100,D-03,1
2025-01-30,L1,SKU-100,D-04,1
2025-01-30,L1,SKU-200,D-02,1
2025-01-30,L1,SKU-200,D-04,1
2025-01-30,L1,SKU-300,D-02,1
2025-01-30,L1,SKU-300,D-04,1
2025-01-30,L1,SKU-400,D-02,2
2025-01-30,L2,SKU-100,D-02,2
2025-01-30,L2,SKU-200,D-01,1
2025-01-30,L2,SKU-200,D-05,1
2025-01-30,L2,SKU-300,D-02,1
2025-01-30,L2,SKU-300,D-04,1
2025-01-30,L2,SKU-400,D-02,1
2025-01-30,L2,SKU-400,D-03,1
2025-01-30,L3,SKU-100,D-02,1
2025-01-30,L3,SKU-100,D-04,1
2025-01-30,L3,SKU-200,D-01,1
2025-01-30,L3,SKU-200,D-03,2
2025-01-30,L3,SKU-300,D-01,2
2025-01-30,L3,SKU-300,D-05,1
2025-01-30,L3,SKU-400,D-03,1
2025-01-30,L3,SKU-400,D-04,1
2025-01-30,L4,SKU-100,D-01,1
2025-01-30,L4,SKU-100,D-04,1
2025-01-30,L4,SKU-200,D-03,1
2025-01-30,L4,SKU-200,D-04,1
2025-01-30,L4,SKU-300,D-01,1
2025-01-30,L4,SKU-300,D-03,1
2025-01-30,L4,SKU-400,D-01,1
2025-01-30,L4,SKU-400,D-02,1
2025-01-31,L1,SKU-100,D-02,1
2025-01-31,L1,SKU-100,D-05,1
2025-01-31,L1,SKU-200,D-03,2
2025-01-31,L1,SKU-300,D-03,1
2025-01-31,L1,SKU-300,D-05,1
2025-01-31,L1,SKU-400,D-04,1
2025-01-31,L1,SKU-400,D-05,1
2025-01-31,L2,SKU-100,D-01,1
2025-01-31,L2,SKU-100,D-03,1
2025-01-31,L2,SKU-200,D-01,1
2025-01-31,L2,SKU-200,D-03,1
2025-01-31,L2,SKU-300,D-01,2
2025-01-31,L2,SKU-400,D-03,1
2025-01-31,L2,SKU-400,D-04,1
2025-01-31,L3,SKU-100,D-01,1
2025-01-31,L3,SKU-100,D-03,1
2025-01-31,L3,SKU-200,D-04,1
2025-01-31,L3,SKU-200,D-05,1
2025-01-31,L3,SKU-300,D-01,2
2025-01-31,L3,SKU-300,D-05,1
2025-01-31,L3,SKU-400,D-02,1
2025-01-31,L3,SKU-400,D-04,1
2025-01-31,L4,SKU-100,D-02,2
2025-01-31,L4,SKU-200,D-02,1
2025-01-31,L4,SKU-200,D-04,1
2025-01-31,L4,SKU-300,D-01,1
2025-01-31,L4,SKU-300,D-03,1
2025-01-31,L4,SKU-400,D-01,1
2025-01-31,L4,SKU-400,D-02,1
2025-02-01,L1,SKU-100,D-02,1
2025-02-01,L1,SKU-200,D-01,1
2025-02-01,L1,SKU-200,D-04,1
2025-02-01,L1,SKU-300,D-02,1
2025-02-01,L1,SKU-300,D-03,1
2025-02-01,L1,SKU-400,D-03,1
2025-02-01,L1,SKU-400,D-05,1
2025-02-01,L2,SKU-100,D-02,1
2025-02-01,L2,SKU-100,D-04,1
2025-02-01,L2,SKU-200,D-02,1
2025-02-01,L2,SKU-200,D-04,1
2025-02-01,L2,SKU-300,D-01,1
2025-02-01,L2,SKU-300,D-05,1
2025-02-01,L2,SKU-400,D-02,1
2025-02-01,L2,SKU-400,D-05,1
2025-02-01,L3,SKU-100,D-02,1
2025-02-01,L3,SKU-100,D-05,1
2025-02-01,L3,SKU-200,D-02,1
2025-02-01,L3,SKU-200,D-03,1
2025-02-01,L3,SKU-300,D-01,1
2025-02-01,L3,SKU-300,D-05,1
2025-02-01,L3,SKU-400,D-01,1
2025-02-01,L3,SKU-400,D-02,1
2025-02-01,L4,SKU-100,D-01,1
2025-02-01,L4,SKU-200,D-05,1
2025-02-01,L4,SKU-300,D-01,1
2025-02-01,L4,SKU-400,D-01,1
2025-02-01,L4,SKU-400,D-02,1
2025-02-02,L1,SKU-100,D-05,2
2025-02-02,L1,SKU-200,D-05,1
2025-02-02,L1,SKU-300,D-01,1
2025-02-02,L1,SKU-300,D-03,1
2025-02-02,L1,SKU-400,D-05,1
2025-02-02,L2,SKU-100,D-02,1
2025-02-02,L2,SKU-100,D-04,1
2025-02-02,L2,SKU-200,D-02,1
2025-02-02,L2,SKU-300,D-01,1
2025-02-02,L2,SKU-300,D-02,1
2025-02-02,L2,SKU-400,D-02,1
2025-02-02,L2,SKU-400,D-05,1
2025-02-02,L3,SKU-100,D-02,1
2025-02-02,L3,SKU-100,D-04,1
2025-02-02,L3,SKU-200,D-03,1
2025-02-02,L3,SKU-200,D-04,1
2025-02-02,L3,SKU-300,D-04,2
2025-02-02,L3,SKU-400,D-01,1
2025-02-02,L3,SKU-400,D-05,1
2025-02-02,L4,SKU-100,D-05,1
2025-02-02,L4,SKU-200,D-01,1
2025-02-02,L4,SKU-300,D-04,2
2025-02-02,L4,SKU-400,D-02,1
2025-02-03,L1,SKU-100,D-02,1
2025-02-03,L1,SKU-100,D-03,1
2025-02-03,L1,SKU-200,D-01,1
2025-02-03,L1,SKU-200,D-04,1
2025-02-03,L1,SKU-300,D-01,1
2025-02-03,L1,SKU-300,D-03,1
2025-02-03,L1,SKU-400,D-03,1
2025-02-03,L1,SKU-400,D-05,1
2025-02-03,L2,SKU-100,D-01,1
2025-02-03,L2,SKU-100,D-04,1
2025-02-03,L2,SKU-200,D-01,1
2025-02-03,L2,SKU-200,D-04,1
2025-02-03,L2,SKU-300,D-01,1
2025-02-03,L2,SKU-300,D-03,1
2025-02-03,L2,SKU-400,D-01,1
2025-02-03,L2,SKU-400,D-03,1
2025-02-03,L3,SKU-100,D-03,1
2025-02-03,L3,SKU-100,D-04,1
2025-02-03,L3,SKU-200,D-01,2
2025-02-03,L3,SKU-200,D-03,1
2025-02-03,L3,SKU-200,D-04,1
2025-02-03,L3,SKU-300,D-01,1
2025-02-03,L3,SKU-300,D-03,1
2025-02-03,L3,SKU-400,D-04,1
2025-02-03,L3,SKU-400,D-05,1
2025-02-03,L4,SKU-100,D-01,2
2025-02-03,L4,SKU-200,D-01,1
2025-02-03,L4,SKU-200,D-03,1
2025-02-03,L4,SKU-300,D-02,1
2025-02-03,L4,SKU-300,D-05,1
2025-02-03,L4,SKU-400,D-01,1
2025-02-03,L4,SKU-400,D-03,1
2025-02-04,L1,SKU-100,D-04,2
2025-02-04,L1,SKU-200,D-01,1
2025-02-04,L1,SKU-200,D-04,1
2025-02-04,L1,SKU-300,D-03,1
2025-02-04,L1,SKU-300,D-04,1
2025-02-04,L1,SKU-400,D-02,1
2025-02-04,L1,SKU-400,D-04,1
2025-02-04,L2,SKU-100,D-02,1
2025-02-04,L2,SKU-100,D-04,1
2025-02-04,L2,SKU-200,D-02,1
2025-02-04,L2,SKU-200,D-05,1
2025-02-04,L2,SKU-300,D-02,1
2025-02-04,L2,SKU-300,D-04,1
2025-02-04,L2,SKU-400,D-01,1
2025-02-04,L2,SKU-400,D-02,1
2025-02-04,L3,SKU-100,D-01,1
2025-02-04,L3,SKU-100,D-02,1
2025-02-04,L3,SKU-200,D-03,1
2025-02-04,L3,SKU-200,D-05,1
2025-02-04,L3,SKU-300,D-02,1
2025-02-04,L3,SKU-300,D-03,1
2025-02-04,L3,SKU-300,D-05,1
2025-02-04,L3,SKU-400,D-01,1
2025-02-04,L3,SKU-400,D-02,1
2025-02-04,L4,SKU-100,D-02,1
2025-02-04,L4,SKU-200,D-01,1
2025-02-04,L4,SKU-300,D-01,1
2025-02-04,L4,SKU-300,D-04,1
2025-02-04,L4,SKU-400,D-01,1
2025-02-04,L4,SKU-400,D-04,1
2025-02-05,L1,SKU-100,D-01,1
2025-02-05,L1,SKU-200,D-03,1
2025-02-05,L1,SKU-200,D-05,1
2025-02-05,L1,SKU-300,D-04,1
2025-02-05,L1,SKU-300,D-05,1
2025-02-05,L1,SKU-400,D-01,1
2025-02-05,L1,SKU-400,D-03,1
2025-02-05,L2,SKU-100,D-01,1
2025-02-05,L2,SKU-100,D-02,1
2025-02-05,L2,SKU-200,D-01,1
2025-02-05,L2,SKU-200,D-03,1
2025-02-05,L2,SKU-300,D-01,1
2025-02-05,L2,SKU-300,D-04,1
2025-02-05,L2,SKU-400,D-01,1
2025-02-05,L2,SKU-400,D-05,1
2025-02-05,L3,SKU-100,D-03,1
2025-02-05,L3,SKU-100,D-05,1
2025-02-05,L3,SKU-200,D-01,1
2025-02-05,L3,SKU-200,D-05,1
2025-02-05,L3,SKU-300,D-01,2
2025-02-05,L3,SKU-300,D-04,1
2025-02-05,L3,SKU-400,D-02,1
2025-02-05,L3,SKU-400,D-03,1
2025-02-05,L3,SKU-400,D-05,1
2025-02-05,L4,SKU-100,D-02,1
2025-02-05,L4,SKU-200,D-01,1
2025-02-05,L4,SKU-200,D-05,1
2025-02-05,L4,SKU-300,D-01,1
2025-02-05,L4,SKU-300,D-02,1
2025-02-05,L4,SKU-400,D-01,1
2025-02-05,L4,SKU-400,D-02,1
2025-02-06,L1,SKU-100,D-03,1
2025-02-06,L1,SKU-100,D-04,1
2025-02-06,L1,SKU-200,D-03,1
2025-02-06,L1,SKU-200,D-04,1
2025-02-06,L1,SKU-300,D-02,3
2025-02-06,L1,SKU-300,D-04,1
2025-02-06,L1,SKU-400,D-02,2
2025-02-06,L2,SKU-100,D-02,1
2025-02-06,L2,SKU-100,D-04,1
2025-02-06,L2,SKU-200,D-03,1
2025-02-06,L2,SKU-200,D-04,1
2025-02-06,L2,SKU-300,D-01,1
2025-02-06,L2,SKU-300,D-04,1
2025-02-06,L2,SKU-400,D-02,1
2025-02-06,L2,SKU-400,D-03,1
2025-02-06,L3,SKU-100,D-02,1
2025-02-06,L3,SKU-100,D-03,1
2025-02-06,L3,SKU-200,D-02,1
2025-02-06,L3,SKU-200,D-04,1
2025-02-06,L3,SKU-300,D-03,1
2025-02-06,L3,SKU-300,D-05,1
2025-02-06,L3,SKU-400,D-03,1
2025-02-06,L3,SKU-400,D-04,1
2025-02-06,L4,SKU-100,D-02,1
2025-02-06,L4,SKU-200,D-01,1
2025-02-06,L4,SKU-300,D-02,1
2025-02-06,L4,SKU-300,D-05,1
2025-02-06,L4,SKU-400,D-02,2
2025-02-07,L1,SKU-100,D-03,2
2025-02-07,L1,SKU-200,D-01,1
2025-02-07,L1,SKU-200,D-02,1
2025-02-07,L1,SKU-300,D-01,1
2025-02-07,L1,SKU-300,D-02,1
2025-02-07,L1,SKU-400,D-01,1
2025-02-07,L1,SKU-400,D-03,1
2025-02-07,L2,SKU-100,D-01,1
2025-02-07,L2,SKU-100,D-02,1
2025-02-07,L2,SKU-200,D-01,2
2025-02-07,L2,SKU-300,D-03,1
2025-02-07,L2,SKU-300,D-04,1
2025-02-07,L2,SKU-400,D-01,1
2025-02-07,L2,SKU-400,D-05,1
2025-02-07,L3,SKU-100,D-01,1
2025-02-07,L3,SKU-100,D-03,1
2025-02-07,L3,SKU-200,D-03,1
2025-02-07,L3,SKU-200,D-04,1
2025-02-07,L3,SKU-200,D-05,1
2025-02-07,L3,SKU-300,D-01,1
2025-02-07,L3,SKU-300,D-03,1
2025-02-07,L3,SKU-300,D-05,1
2025-02-07,L3,SKU-400,D-03,1
2025-02-07,L3,SKU-400,D-04,1
2025-02-07,L4,SKU-100,D-04,1
2025-02-07,L4,SKU-200,D-04,1
2025-02-07,L4,SKU-200,D-05,1
2025-02-07,L4,SKU-300,D-04,1
2025-02-07,L4,SKU-300,D-05,1
2025-02-07,L4,SKU-400,D-03,1
2025-02-08,L1,SKU-100,D-05,1
2025-02-08,L1,SKU-200,D-01,1
2025-02-08,L1,SKU-200,D-02,1
2025-02-08,L1,SKU-300,D-03,2
2025-02-08,L1,SKU-400,D-03,1
2025-02-08,L1,SKU-400,D-05,1
2025-02-08,L2,SKU-100,D-02,2
2025-02-08,L2,SKU-200,D-02,1
2025-02-08,L2,SKU-300,D-01,1
2025-02-08,L2,SKU-400,D-03,1
2025-02-08,L2,SKU-400,D-05,1
2025-02-08,L3,SKU-100,D-02,2
2025-02-08,L3,SKU-200,D-01,2
2025-02-08,L3,SKU-300,D-01,1
2025-02-08,L3,SKU-400,D-03,2
2025-02-08,L4,SKU-100,D-02,1
2025-02-08,L4,SKU-200,D-02,1
2025-02-08,L4,SKU-200,D-05,1
2025-02-08,L4,SKU-300,D-01,1
2025-02-08,L4,SKU-300,D-02,1
2025-02-08,L4,SKU-400,D-02,1
2025-02-08,L4,SKU-400,D-04,1
2025-02-09,L1,SKU-100,D-01,1
2025-02-09,L1,SKU-200,D-02,1
2025-02-09,L1,SKU-300,D-04,1
2025-02-09,L1,SKU-400,D-02,1
2025-02-09,L1,SKU-400,D-04,1
2025-02-09,L2,SKU-100,D-02,1
2025-02-09,L2,SKU-200,D-03,1
2025-02-09,L2,SKU-200,D-04,1
2025-02-09,L2,SKU-300,D-03,1
2025-02-09,L2,SKU-300,D-04,1
2025-02-09,L2,SKU-400,D-01,2
2025-02-09,L3,SKU-100,D-05,1
2025-02-09,L3,SKU-200,D-01,2
2025-02-09,L3,SKU-200,D-03,1
2025-02-09,L3,SKU-300,D-01,2
2025-02-09,L3,SKU-400,D-02,1
2025-02-09,L3,SKU-400,D-03,1
2025-02-09,L4,SKU-100,D-01,1
2025-02-09,L4,SKU-100,D-03,1
2025-02-09,L4,SKU-200,D-01,2
2025-02-09,L4,SKU-300,D-02,1
2025-02-09,L4,SKU-300,D-03,1
2025-02-09,L4,SKU-400,D-01,1
2025-02-10,L1,SKU-100,D-01,1
2025-02-10,L1,SKU-100,D-04,1
2025-02-10,L1,SKU-200,D-01,1
2025-02-10,L1,SKU-200,D-02,2
2025-02-10,L1,SKU-200,D-05,1
2025-02-10,L1,SKU-300,D-02,1
2025-02-10,L1,SKU-300,D-04,1
2025-02-10,L1,SKU-400,D-03,1
2025-02-10,L1,SKU-400,D-04,1
2025-02-10,L2,SKU-100,D-01,1
2025-02-10,L2,SKU-100,D-04,1
2025-02-10,L2,SKU-200,D-02,2
2025-02-10,L2,SKU-300,D-01,1
2025-02-10,L2,SKU-300,D-04,1
2025-02-10,L2,SKU-400,D-01,2
2025-02-10,L3,SKU-100,D-02,1
2025-02-10,L3,SKU-100,D-03,1
2025-02-10,L3,SKU-100,D-05,2
2025-02-10,L3,SKU-200,D-01,1
2025-02-10,L3,SKU-200,D-05,1
2025-02-10,L3,SKU-300,D-01,1
2025-02-10,L3,SKU-300,D-05,2
2025-02-10,L3,SKU-400,D-01,2
2025-02-10,L4,SKU-100,D-04,1
2025-02-10,L4,SKU-100,D-05,1
2025-02-10,L4,SKU-200,D-01,1
2025-02-10,L4,SKU-200,D-02,1
2025-02-10,L4,SKU-300,D-03,1
2025-02-10,L4,SKU-300,D-04,1
2025-02-10,L4,SKU-400,D-01,1
2025-02-10,L4,SKU-400,D-04,1
2025-02-11,L1,SKU-100,D-04,1
2025-02-11,L1,SKU-100,D-05,1
2025-02-11,L1,SKU-200,D-02,1
2025-02-11,L1,SKU-200,D-03,1
2025-02-11,L1,SKU-300,D-01,2
2025-02-11,L1,SKU-400,D-02,2
2025-02-11,L2,SKU-100,D-02,1
2025-02-11,L2,SKU-100,D-04,1
2025-02-11,L2,SKU-200,D-01,1
2025-02-11,L2,SKU-200,D-03,1
2025-02-11,L2,SKU-300,D-02,2
2025-02-11,L2,SKU-400,D-01,1
2025-02-11,L2,SKU-400,D-04,1
2025-02-11,L3,SKU-100,D-01,1
2025-02-11,L3,SKU-100,D-02,1
2025-02-11,L3,SKU-200,D-03,1
2025-02-11,L3,SKU-200,D-04,1
2025-02-11,L3,SKU-300,D-01,1
2025-02-11,L3,SKU-300,D-05,1
2025-02-11,L3,SKU-400,D-01,2
2025-02-11,L4,SKU-100,D-03,2
2025-02-11,L4,SKU-200,D-01,1
2025-02-11,L4,SKU-200,D-05,1
2025-02-11,L4,SKU-300,D-02,1
2025-02-11,L4,SKU-300,D-03,1
2025-02-11,L4,SKU-400,D-02,1
2025-02-12,L1,SKU-100,D-01,1
2025-02-12,L1,SKU-100,D-02,1
2025-02-12,L1,SKU-200,D-03,1
2025-02-12,L1,SKU-200,D-05,1
2025-02-12,L1,SKU-300,D-01,1
2025-02-12,L1,SKU-300,D-04,1
2025-02-12,L1,SKU-400,D-01,1
2025-02-12,L1,SKU-400,D-04,1
2025-02-12,L2,SKU-100,D-01,2
2025-02-12,L2,SKU-200,D-01,1
2025-02-12,L2,SKU-200,D-04,1
2025-02-12,L2,SKU-300,D-01,2
2025-02-12,L2,SKU-400,D-01,1
2025-02-12,L2,SKU-400,D-03,1
2025-02-12,L3,SKU-100,D-01,1
2025-02-12,L3,SKU-100,D-03,1
2025-02-12,L3,SKU-200,D-01,1
2025-02-12,L3,SKU-200,D-04,1
2025-02-12,L3,SKU-300,D-01,1
2025-02-12,L3,SKU-300,D-04,1
2025-02-12,L3,SKU-400,D-01,1
2025-02-12,L3,SKU-400,D-03,1
2025-02-12,L4,SKU-100,D-01,1
2025-02-12,L4,SKU-100,D-04,1
2025-02-12,L4,SKU-200,D-04,1
2025-02-12,L4,SKU-200,D-05,1
2025-02-12,L4,SKU-300,D-01,1
2025-02-12,L4,SKU-300,D-04,1
2025-02-12,L4,SKU-400,D-01,1
2025-02-12,L4,SKU-400,D-03,1
2025-02-13,L1,SKU-100,D-01,1
2025-02-13,L1,SKU-100,D-04,1
2025-02-13,L1,SKU-200,D-02,1
2025-02-13,L1,SKU-200,D-04,1
2025-02-13,L1,SKU-300,D-01,2
2025-02-13,L1,SKU-400,D-02,1
2025-02-13,L1,SKU-400,D-04,1
2025-02-13,L2,SKU-100,D-03,1
2025-02-13,L2,SKU-100,D-04,1
2025-02-13,L2,SKU-200,D-01,1
2025-02-13,L2,SKU-200,D-02,1
2025-02-13,L2,SKU-300,D-01,1
2025-02-13,L2,SKU-300,D-04,1
2025-02-13,L2,SKU-400,D-02,1
2025-02-13,L2,SKU-400,D-03,1
2025-02-13,L3,SKU-100,D-01,1
2025-02-13,L3,SKU-100,D-04,1
2025-02-13,L3,SKU-200,D-04,1
2025-02-13,L3,SKU-200,D-05,1
2025-02-13,L3,SKU-300,D-01,1
2025-02-13,L3,SKU-300,D-03,1
2025-02-13,L3,SKU-300,D-05,1
2025-02-13,L3,SKU-400,D-03,2
2025-02-13,L4,SKU-100,D-02,1
2025-02-13,L4,SKU-100,D-04,1
2025-02-13,L4,SKU-200,D-01,1
2025-02-13,L4,SKU-200,D-03,1
2025-02-13,L4,SKU-300,D-02,1
2025-02-13,L4,SKU-300,D-03,1
2025-02-13,L4,SKU-400,D-01,2
2025-02-14,L1,SKU-100,D-03,1
2025-02-14,L1,SKU-200,D-03,1
2025-02-14,L1,SKU-200,D-04,1
2025-02-14,L1,SKU-300,D-01,1
2025-02-14,L1,SKU-300,D-02,1
2025-02-14,L1,SKU-400,D-01,1
2025-02-14,L1,SKU-400,D-03,1
2025-02-14,L2,SKU-100,D-02,2
2025-02-14,L2,SKU-200,D-01,1
2025-02-14,L2,SKU-200,D-03,1
2025-02-14,L2,SKU-300,D-01,1
2025-02-14,L2,SKU-300,D-02,1
2025-02-14,L2,SKU-400,D-01,1
2025-02-14,L2,SKU-400,D-03,1
2025-02-14,L3,SKU-100,D-01,1
2025-02-14,L3,SKU-100,D-05,1
2025-02-14,L3,SKU-200,D-01,2
2025-02-14,L3,SKU-300,D-02,1
2025-02-14,L3,SKU-300,D-03,1
2025-02-14,L3,SKU-400,D-01,1
2025-02-14,L3,SKU-400,D-04,1
2025-02-14,L4,SKU-100,D-02,1
2025-02-14,L4,SKU-200,D-01,2
2025-02-14,L4,SKU-300,D-03,1
2025-02-14,L4,SKU-300,D-04,1
2025-02-14,L4,SKU-400,D-01,1
2025-02-14,L4,SKU-400,D-02,1
2025-02-15,L1,SKU-100,D-01,1
2025-02-15,L1,SKU-100,D-05,1
2025-02-15,L1,SKU-200,D-01,1
2025-02-15,L1,SKU-200,D-03,1
2025-02-15,L1,SKU-300,D-02,1
2025-02-15,L1,SKU-400,D-01,1
2025-02-15,L1,SKU-400,D-02,1
2025-02-15,L2,SKU-100,D-01,1
2025-02-15,L2,SKU-100,D-03,1
2025-02-15,L2,SKU-200,D-03,1
2025-02-15,L2,SKU-300,D-02,1
2025-02-15,L2,SKU-400,D-03,1
2025-02-15,L2,SKU-400,D-05,1
2025-02-15,L3,SKU-100,D-01,1
2025-02-15,L3,SKU-100,D-02,1
2025-02-15,L3,SKU-200,D-01,1
2025-02-15,L3,SKU-200,D-03,1
2025-02-15,L3,SKU-300,D-02,1
2025-02-15,L3,SKU-300,D-03,1
2025-02-15,L3,SKU-400,D-01,1
2025-02-15,L4,SKU-100,D-05,1
2025-02-15,L4,SKU-200,D-01,1
2025-02-15,L4,SKU-300,D-03,1
2025-02-15,L4,SKU-300,D-04,1
2025-02-15,L4,SKU-400,D-01,1
